,review,rating
7760,Used only once...second time onwards its not working. Very bad quality. Didnt expect this from a brand like butterflyREAD MORE,3
7762,Very gudREAD MORE,5
7764,Please don't buy. It's waste of money. On my fist use. It's not working . The gear inside is a plastic and quickly gave away on my first full. Kindly do that opt this product. All the reviews mus be paid oneREAD MORE,3
7765,Verry nice product.. Build quality sooper.... Have to check how many days it works....READ MORE,5
7767,I am very happy good producedREAD MORE,3
7768,Got this product before 1 day of delivery. Nice build quality. Blades are too sharp. Satisfied with this product. Thanks Flipkart.READ MORE,4
7769,Absolutely brilliant product. Great design/built & does the job with ease. Saves a lot of time. Go for it 👍READ MORE,5
7770,Just wao...READ MORE,5
7772,It's nice but the blade and top cap is loose ... Don't know for how many days it will work... I am planning to returnREAD MORE,4
7773,No doubt the quality of product is best.any one can take this without thinking any more .Take it immediately.READ MORE,5
7774,Cable is not good..  damage after one month of useREAD MORE,5
7775,NoiseyREAD MORE,5
7776,Excellent performanceREAD MORE,4
7778,"Literally as the name said butterfly premium chopper, this chopper's build quality did the justice. Very good premium build quality and sharp, precise stainless steel blade and very handy in use. Nice product with such a great quality. I recommend you to go with this if you find a great chopper in such a great price.READ MORE",5
7779,Superb quality thanks 😘😘😘😘😘😘😘😘READ MORE,5
7781,Very good at chopping Bigger than expectedREAD MORE,5
7782,Good price good productREAD MORE,5
7783,"Helpfull,most buyREAD MORE",5
7785,Good product.......like it💥💥🌸READ MORE,5
7786,Nyc Quality product got at good priceREAD MORE,4
7787,Good product. Value for moneyREAD MORE,5
7788,Very very happyREAD MORE,3
7789,Good... chopperREAD MORE,4
7793,Very very nice & useful productREAD MORE,5
7794,Love it ❤️READ MORE,5
7795,Best product toh have in this priceJust go for itREAD MORE,5
7797,This makes kitchen work easyREAD MORE,5
7799,Very nice and very goodREAD MORE,4
7801,Amazing buyREAD MORE,5
7803,Worth every penny!!READ MORE,5
7804,Products is complaints customer service is not supportVery bad product money is wastedREAD MORE,5
7805,That product it's amazing and very easy to use and very smooth also so this is a good chopperREAD MORE,4
7806,Good quality blade. Highly sharp. Loved itREAD MORE,5
7807,Very nice and good quality useful productREAD MORE,5
7808,Really awesome product werth your manyREAD MORE,4
7809,Super quality....READ MORE,4
7812,My mom loved itREAD MORE,5
7813,Nice product.......GREAT. Enjoying Flipkart shopping......READ MORE,3
7815,Sharp chopperREAD MORE,5
7817,Best product in this price rangeREAD MORE,5
7818,"We great deal one best choice.... Share blades smooth use just two to three spines copped onion garlic ginger and carrat , etcREAD MORE",3
7819,Product is good but has pulling rope issue in the lid. It is slipping every time. Luckily I had another product with same lid.READ MORE,5
7820,It is just awsomeREAD MORE,5
7823,My Mom liked itREAD MORE,5
7824,Super 💞💞💞😘 to Flipkart 💕💕💕🥰READ MORE,5
7825,Good product for smart kitchen catagoryREAD MORE,4
7827,WowThis product is very good.Beautiful and very nice look at the product.Same as the Web site look.I am so happy for the shopping of this product.Thanks filpkart.Amazing product.READ MORE,5
7828,Very good.READ MORE,5
7830,"Nice product👌must buy it ,easy to use,good packaging 😍good service by flipcart❤️READ MORE",5
7831,It's good product i like it.....READ MORE,5
7832,Super blender worth for moneyREAD MORE,5
7833,"Good product, let's see how much time to lustingREAD MORE",5
7836,Good product very niceREAD MORE,5
7838,This is really nice and useful product.READ MORE,5
7839,Quality is good. Chopes the vegetables excellently. Fast delivery .thank u flipkart.READ MORE,5
7840,Product build is goodREAD MORE,5
7841,It is easy to use n very sharpBut I don't know about later it works or notREAD MORE,4
7842,Good product.. 👍🏻. Thank you BUTTERFLY & FLIPKART. I recommend all chef to buy this product for choppingREAD MORE,5
7843,A very useful product for youngesters . Kind of easy to help Elders in kitchenREAD MORE,5
7844,Good not badREAD MORE,5
7845,Super 💕😗READ MORE,5
7847,Easy to cutREAD MORE,5
7850,"Blade is not fixed, we can attach  or detach it.cut pieces have irregular shape. The shape of the cut vegetable pieces are not perfect. We'll get somewhat feebly grinded like texture. Before putting into the chopper We've to cut it roughly and made it to 1/4 of the size. Otherwise it may get struck. It's a good exercise gor our hands. It's useless if the thread breaks.READ MORE",5
7852,Fine chop Go for it very good choper....READ MORE,5
7853,Good ProductFast & Perfect DeliveryREAD MORE,5
7854,Gud quality productREAD MORE,5
7862,Overall very good product in this price range of 250READ MORE,5
7863,Looking was really goodREAD MORE,5
7864,The product is very nice easy to useREAD MORE,5
7865,Awesome product n easy to maintainREAD MORE,5
7868,It's too  goodREAD MORE,5
7869,Quality superbREAD MORE,3
7873,Valu for the moneyREAD MORE,5
7875,Its okREAD MORE,5
7877,Superb product. Time saving and cost effective.READ MORE,4
7878,It's too good.READ MORE,5
7879,Good quality.. worth for price.READ MORE,5
7880,Amazing product 👍Tq Flipkart 😌READ MORE,5
7881,OkokNeither too bad nor too goodREAD MORE,4
7882,Good Cutter best qualityREAD MORE,5
7883,Finest and friendly user...READ MORE,5
7886,Good quality productsGood designVery help full kitchen toolValue for moneyREAD MORE,5
7887,Wonderful chopper by Flipkart and thanks a lot to Flipkart.READ MORE,5
7891,Super 😍😍READ MORE,5
7892,Expect too much...but very poor qualityREAD MORE,5
7898,Nice Product….READ MORE,4
7900,Fantastic product thank you flipkartREAD MORE,5
7901,Nice  superREAD MORE,4
7902,Must bayREAD MORE,3
7906,Good product 👍👍👍👍READ MORE,4
7908,helpful product....READ MORE,3
7910,Very happy this productREAD MORE,5
7913,Mind blowing Amazing 😀😀😀😀😀👍👍👍👍READ MORE,5
7914,Best product thank you FlipkartREAD MORE,5
7915,Nice vegetable chopper from Butterfly.READ MORE,5
7917,Blade damege not workingDont buy thisREAD MORE,4
7920,Simply superbREAD MORE,5
7921,good good productquality superREAD MORE,4
7924,Very sharp bladeAnd easy to carryingREAD MORE,5
7925,Very Nice productREAD MORE,3
7927,Nice simply awesome love itREAD MORE,5
7928,Verygood product and it is highly useful too!READ MORE,5
7929,Awesome product high qualityREAD MORE,5
7930,Now not working ....READ MORE,5
7931,Its very easy to use. it is very helpful. good product.good qualityREAD MORE,5
7932,It's very nice product 👌👌READ MORE,3
7935,Super egdamREAD MORE,5
7936,Good but action of the product Is to be  compliant in day by sat usedREAD MORE,5
7938,Very very very happyREAD MORE,4
7939,Beautiful one to use proper .but blade is too shareREAD MORE,4
7941,Very nice product 👍READ MORE,5
7943,I LOVE itREAD MORE,5
7944,Nice product but delay in delivery..READ MORE,5
7947,Excellent chopper super build.READ MORE,5
7948,Very nice productPremium qualityREAD MORE,4
7950,Not even expected this product in low price loved it...READ MORE,5
7951,Not so good. Overall all are good.READ MORE,5
7952,Very true product...helpful in kitchenREAD MORE,5
7956,Awesome product. Easy to use. And very useful for daily purpose.READ MORE,5
7957,"Awesome,i love it😍READ MORE",5
7959,Very  gd productREAD MORE,5
7960,I bought it for big billion days perfect partner for beginners in kitchen... I love it.. Wonderful productREAD MORE,4
7961,Very easy to use..... Useful for all small and quick chopping ....and when there is no power and can't use mixer grinder...READ MORE,5
7962,"Awesome product❤️Build quality is top notch, made with hard plastic Blade is very sharp. Deff it will last more than other local products in the market,also you will get three months warrantyREAD MORE",3
7964,Wonderful productREAD MORE,4
7965,Very usefull...READ MORE,4
7967,Nice producrREAD MORE,5
7968,Average qualityREAD MORE,5
7969,Good one.Helps in daily veg chopping.Nice quality.value for moneyREAD MORE,4
7971,It is very easy to useREAD MORE,5
7973,"Everything is good, but tomato not chopping properly.READ MORE",5
7974,Great Product. Worth the money.READ MORE,4
7976,Good but need to put in small pieces to chop ....READ MORE,5
7977,Very good product very happy thankyou Flipkart 🥰READ MORE,5
7978,Very very nice.go for it.READ MORE,5
7979,Good product thanks flipkartREAD MORE,5
7980,Awesome product 🙏value of money 👍READ MORE,3
7982,Loved the product and the finish... It's same as shown in the pictures. Value for money :)READ MORE,3
7983,Super 👌👌👌👌👍READ MORE,5
7986,I loved itREAD MORE,5
7988,"This product could be way better, the blades can be more sharp so that veggies can be easily chopped without more force!Ok ok typ product.READ MORE",4
7989,Beautiful product really super thank youREAD MORE,4
7990,Satisfied with the purchaseREAD MORE,5
7991,Nice product please buy itREAD MORE,5
7993,Worth for money.Chops the vegetables faster into small pieces.I like this product.READ MORE,5
7996,Good product... 👍READ MORE,5
7997,BrilliantREAD MORE,5
7998,Good to use.READ MORE,5
7999,Loving itREAD MORE,5
8002,Very nice product like it😊😊👌👌👌👌I am very happyREAD MORE,5
8003,I love it Thanks FlipkartREAD MORE,5
8004,Food cutter is very usefull and as shown as picture🖼️ and price is so cheep 😊😊😊READ MORE,5
8006,Great build quality with blades.....easy to useREAD MORE,4
8007,Ok ok brandREAD MORE,4
8008,Good product 👍 it is easy chop vegetables. Deal priceREAD MORE,5
8009,Good value for money💯💯Very useful💓READ MORE,5
8010,VERY NICE PRODUCTREAD MORE,4
8011,Awsome oneREAD MORE,4
8014,After a lot of deliberation and going through the review purchased. Worthy kitchen essential.READ MORE,5
8016,Very good item. Must buyREAD MORE,4
8017,Ok 👌OkREAD MORE,5
8018,Decent productREAD MORE,4
8019,Perfect product.READ MORE,5
8022,Really awesomeREAD MORE,5
8023,"Design and color of the product is good, recently bought it will update my review after using.READ MORE",4
8024,Good in 174READ MORE,3
8026,Excellent product- very handyREAD MORE,5
8033,Quality of product goodREAD MORE,3
8036,BEST PRODUCTREAD MORE,4
8037,Good Quality product must buy...READ MORE,5
8038,Thank you flifkartREAD MORE,4
8040,Very nice products It blades are not strongREAD MORE,5
8041,Very smallREAD MORE,5
8042,Good and useful productREAD MORE,5
8045,Worth every penny. Same as in picture.. No complaints.READ MORE,5
8046,Very good quality of product.READ MORE,5
8047,very smooth and very nice productREAD MORE,5
8048,It has 5 blades.... Good product and It choppes well... worth for money 👌READ MORE,5
8050,Usefull and quality productREAD MORE,4
8051,As ok..READ MORE,5
8052,"Product is good and useful .,.READ MORE",5
8054,Good itemREAD MORE,5
8055,👌 perfectREAD MORE,4
8056,"Nice product very nice in chopping , really good for daily useREAD MORE",4
8057,Good product.. go for it.READ MORE,5
8059,ExellentREAD MORE,4
8060,Good quality. Must buy.READ MORE,5
8061,It's really great and also it's a premium quality productREAD MORE,5
8062,Nice product 👍👍👍READ MORE,5
8065,It ways Very very good to useREAD MORE,5
8067,Very sharp blade with good plastic boxREAD MORE,5
8068,Happyy with thattREAD MORE,5
8071,Quality is good.Worth buying.Go for it.READ MORE,5
8072,Awesome product 👍🏻READ MORE,5
8073,Worst money cheep productREAD MORE,4
8074,Indian products are best productsREAD MORE,5
8075,It only chops onion.. Otherwise not worth product.READ MORE,5
8077,Very nice product. Blades are very sharp. Build quality is very good.READ MORE,4
8079,"If ever I had purchased anything that is worth for my kitchen, this is the one product replaced improved saved, time energy in my kitchen, I had purchased same product a year back n still running good , I had little doubt about the strength of string hence I had purchased same once againREAD MORE",3
8082,Very use full productREAD MORE,5
8085,Mind blowing product. Thank you flipkartREAD MORE,5
8086,Very good and the cutting blade are very sharp............. Value for money......... Thank you FlipkartREAD MORE,5
8087,Thank you...READ MORE,5
8088,Perfect for choppingREAD MORE,5
8089,Good product 👌 worth it for prize good value for moneyREAD MORE,5
8094,Good quality..READ MORE,5
8095,Simply AwesomeREAD MORE,5
8096,Best product value for moneyREAD MORE,4
8097,"Good product, for emergency power cutREAD MORE",4
8098,It is very useful.READ MORE,5
8099,Cap is loose very disappointedREAD MORE,5
8101,Very nycREAD MORE,5
8104,"I didn't use till now,,but build quality is nice, material also niceREAD MORE",5
8105,Wonderful product that make cut easilyREAD MORE,4
8106,Super product👌👌READ MORE,5
8107,Average valueREAD MORE,5
8108,"Pulling main wire is very weak, while pulling it's break.Quality is good but pulling main thin rope is very weak.So I think 🤔 it's not good productREAD MORE",5
8109,Nice and easy-to-useREAD MORE,5
8110,Affordable price and good product.READ MORE,4
8114,Very nice product ilove itREAD MORE,5
8115,Good product 👍👍READ MORE,4
8117,Have to pull so many times to make fine chops instead we can do it my knife 🔪READ MORE,5
8120,Best product with the best priceREAD MORE,5
8122,Good product niceREAD MORE,4
8125,Good product..READ MORE,5
8128,Super product & super delivery. All Total 👍upREAD MORE,4
8129,Good product easy to use but it's a bit small but it's perfect for the sizeREAD MORE,5
8130,Best in the market.....READ MORE,5
8131,It couldn't be better than this...READ MORE,5
8132,Super ProdectREAD MORE,5
8133,Its good itemREAD MORE,4
8134,It's useful product and quality also goodREAD MORE,5
8135,Product is fineREAD MORE,5
8136,Super good excellent productREAD MORE,4
8137,Good n very sharp bladeREAD MORE,5
8140,It's nice & very good quality.... thanksREAD MORE,5
8141,Easy & handy to use.READ MORE,3
8144,Super good 👌 quality very niceREAD MORE,5
8145,Good to use. Value for moneyREAD MORE,4
8149,Very bad Blade is not goodREAD MORE,4
8150,Best chopperREAD MORE,4
8151,Amazing product... Really help for wrking womensREAD MORE,4
8152,Very Strong Product..💪💪💪READ MORE,5
8153,"It's a nice product, and cut nicely all the vegetables items. Blade and the pulling part also good.READ MORE",5
8155,Bold quality is better then others primium product best product in this rangeREAD MORE,4
8157,Excellent..tq FlipkartREAD MORE,5
8158,Wonderfully working even after 6 monthsREAD MORE,5
8159,Easy to use...Time savingREAD MORE,3
8160,Its very good productREAD MORE,4
8161,Good and bug enough to fit lot in itREAD MORE,5
8162,Wooow product. It's a very usefull chopper. This is awesome 👍🏻READ MORE,5
8164,Very nice podcastREAD MORE,4
8165,Nice and durable productREAD MORE,4
8166,Easy to use.READ MORE,5
8168,Nic oneREAD MORE,5
8170,Osm qualityREAD MORE,5
8171,This is so vastREAD MORE,5
8172,Great jobREAD MORE,4
8173,Love it Quality is very goodREAD MORE,5
8174,Mind blowing. Go for it.READ MORE,5
8175,Excellent 👌READ MORE,4
8176,A great time saver ...can chop to very small pieces with less effortREAD MORE,5
8177,Working fine and worth for money.READ MORE,5
8178,"For this price , tjis product is a win win...need to load vegetables till the bladesize...sometimes it will get stuck..if not it is a life saver productREAD MORE",5
8180,Product in this range with top quality  made cooking life easierREAD MORE,5
8181,Good qwalityREAD MORE,5
8182,SUPERBREAD MORE,5
8186,good but little costly.READ MORE,5
8189,Excellent product superREAD MORE,5
8191,I got 169+ 10 super coin0.9LREAD MORE,5
8192,Valuable productREAD MORE,4
8194,Good product 👌👌READ MORE,5
8195,Amazing product worth for money go for it 👏👌🙌READ MORE,5
8196,Value of money.superb product.you can cut veggies any types you want😉😍READ MORE,5
8200,"An ok product. Good to chop onions and soft veges. Carrot chopping does not work. Beans works. Beetroot might work. Very handy for onions. It has a string to pull, if it snaps, one would have to run to find a repair string/person or get a new one.READ MORE",3
8202,After use the review best product .  Very happy thankyou flipkartREAD MORE,5
8204,Nice product!READ MORE,5
8205,Product is value for this price range and while it sending to the caustamer blade should keep properly because i got the Product was little scratch and there will be a chance for blade damage.READ MORE,5
8206,It's result is unbelievable. Super performance and good looking.READ MORE,5
8207,Amazing it was easily handledREAD MORE,4
8209,"Good product,you must buy itREAD MORE",5
8210,Just okayREAD MORE,4
8212,Worth moneyREAD MORE,5
8213,Good design and easy to youREAD MORE,5
8214,Ok nice worth product.READ MORE,5
8215,Easy to use. Decent quality product. Used twice till now works good.READ MORE,5
8222,Useful 👍🏻READ MORE,5
8223,Good product to use. You will like itREAD MORE,5
8224,Very good product 🙂READ MORE,4
8225,Very  nice  product easy to cut vegetables but cap is loose   it's ok  awesomeREAD MORE,5
8226,Super vegetable chopper goodREAD MORE,5
8232,Happy mom happy home 😊READ MORE,3
8233,Superb..READ MORE,4
8235,Product is good but reset of cover top with blade while filling vegitables feel some times difficultREAD MORE,3
8237,Blade is poor… like a flexible plastic bladesREAD MORE,5
8238,Sooper product must buyREAD MORE,5
8239,Super very niceREAD MORE,5
8241,Supet. Blad quality goodREAD MORE,3
8243,Gud product..very easy to use🥰READ MORE,3
8247,Time Saver ProductREAD MORE,5
8248,Very nice product. I like this productREAD MORE,5
8250,Very useful and good productREAD MORE,5
8253,Awesome Liked very muchREAD MORE,5
8254,Superb thanks flipcartREAD MORE,3
8256,Very bad quaityREAD MORE,5
8259,Wonderful ❤️READ MORE,5
8260,Very nice ProductREAD MORE,4
8261,This chopper is very nice and the quality is awesome. I really like it....READ MORE,4
8263,UsefullREAD MORE,5
8264,nice to useREAD MORE,5
8265,superb product must buyREAD MORE,5
8266,V goodREAD MORE,4
8267,Superr product tq flip cartREAD MORE,5
8268,Very use full...so niceREAD MORE,5
8271,"Superb 👍 Easy to handle ,wash etcREAD MORE",5
8272,Product is really good it does his work very wellREAD MORE,5
8274,I have purchase so many chopper brand but Butterfly is the besttotally satisfiedand I have purchased it during offer so cost-wise fully paisa wasoolREAD MORE,5
8275,"This chopper is really amazing. The build quality is fine and the plastic is of good material. Just be careful with the blades, they are damn sharp, which is good, but at the same time, they can harm you, if not handled carefully. Overall, it's worth it!READ MORE",4
8277,Great chopper. But its good to roughly chop the vegetables.READ MORE,4
8278,Good product but not pocket friendly.READ MORE,5
8280,Gr8 quality productREAD MORE,5
8282,Good quality product. ..iam very happyREAD MORE,5
8286,Great qualityREAD MORE,4
8289,Good quality and not badREAD MORE,5
8292,Easy to use time saving but keep out to reach of childrenREAD MORE,5
8295,Good use this product easy and fast work short time. Value for money.READ MORE,5
8297,Excellent product thank you flipkartREAD MORE,3
8298,Its niceREAD MORE,5
8302,Good Quality. Value for money.READ MORE,5
8303,Excellant productREAD MORE,5
8305,Good.i like itREAD MORE,4
8307,awesome quality products work in very nice 👍READ MORE,5
8308,Very very quality product really this is the best 😃😙😃READ MORE,5
8312,Quality is very very good &product was super I like it😍😍READ MORE,5
8313,Worst quality of rope puller torn within a couple of weeks usageREAD MORE,5
8317,It is very good for picnicREAD MORE,5
8319,Nice good product 👌READ MORE,5
8320,Very nice qualityREAD MORE,5
8323,Very helpful 👌READ MORE,5
8325,It's a good product for light useREAD MORE,4
8327,Absolutely failureREAD MORE,5
8330,It is very good product looks classy I tried to chopping onions an really very fine chopped with this too good I am loving itREAD MORE,5
8335,Super cool 😎READ MORE,4
8337,Nice 👍Thanks FlipkartREAD MORE,5
8338,Easy to use .... good qualityREAD MORE,5
8341,Product is good.. Quality is super 👍READ MORE,5
8342,Verry niceREAD MORE,4
8344,Ossum productREAD MORE,4
8346,Best in class chopper.READ MORE,5
8347,Value for money mast bye bye product it is very good to make egg omelet and easy to cut easy to cut onion it is very useful to me and to you must buy product the Giving warranty card 13 days warranty card and good packing alsoREAD MORE,5
8348,Very helpful👌🏼READ MORE,4
8351,Very good quality.READ MORE,4
8356,Good product.and easy to use.READ MORE,5
8360,The product is very nice and sturdy. You can get fine chopping.Size is small but that's negligible.READ MORE,4
8362,Decent and durableREAD MORE,5
8363,this product quality is superb.READ MORE,5
8365,FantastikREAD MORE,5
8366,"Useful for only onion and chilli, not compatible for other veggiesREAD MORE",4
8367,Very helpful product and good qualityREAD MORE,5
8371,Ptoduct is good for choppingREAD MORE,5
8372,Super product very fast delivered Thank you flipkart ian so happy 👌👌👌READ MORE,3
8373,Best in the segmentREAD MORE,5
8376,Good to go but thread is bit delicate....READ MORE,5
8377,It. Work super looking good 🙂READ MORE,3
8379,Best quality 🤗🤗READ MORE,5
8381,Product is too goodREAD MORE,5
8382,Trusted ProductREAD MORE,5
8383,Nice cutter very very wellREAD MORE,5
8386,Must purchase...good thank flip kartREAD MORE,5
8387,Nice  product but life of the product ?  . I did not get super coins for purchasing thes iteamREAD MORE,5
8388,Highly recommend 👍🏻READ MORE,5
8393,Nice good product...READ MORE,5
8398,"No doubts it's very good looking item regarding colour and design. It's already a premium item, so I will share my experience after use it later.READ MORE",5
8399,Small sizeREAD MORE,5
8400,Nice n very usefulREAD MORE,4
8407,Vegetable chopped very good productREAD MORE,4
8409,Nice product and a good delivery serviceREAD MORE,5
8410,Nice product...READ MORE,5
8413,Very nice product... Better than other brands which I have been using regularlyREAD MORE,4
8414,Nice cutting experience ✌️✌️✌️READ MORE,5
8415,Value for money But blades are very sharpREAD MORE,4
8416,The product is so qualityREAD MORE,5
8418,Very good👌👌👌READ MORE,3
8419,"Prompt delivery and packed well, just start to use,READ MORE",5
8420,Super fast chopperREAD MORE,4
8422,Really a good item....I'll suggest you to buy it....READ MORE,5
8425,Good product ❤️READ MORE,3
8427,Not good quality bladeREAD MORE,5
8428,Useful best vegetables producedREAD MORE,5
8430,Very nice product for kitchen use.now I have cutting vegetablesREAD MORE,4
8431,Its my second purchase. Very useful.Must have in kitchen 😍READ MORE,5
8433,"Nise quality, super look and work is easy , ❤️❤️❤️❤️👍👍👌👌READ MORE",5
8434,Its a very wonderful product 🤩🤩But chopper in side blades are very bad 🤢🤢🤢READ MORE,4
8435,Good Chopper for daily use.READ MORE,5
8438,Very very good product 🙂READ MORE,5
8439,Super valuableREAD MORE,4
8440,Valuen for moneyREAD MORE,5
8441,Very happy with the product especially the design and bladesREAD MORE,4
8442,Small in size good for small family ..design and build is also good ...u can go for itREAD MORE,4
8446,"Verry verry good product, good quality and packaging is very good 👍READ MORE",4
8449,Look wise grt with out any doubt just go for itREAD MORE,5
8450,Best ofREAD MORE,5
8451,"Best quality product, Thanks to Flipkart and also Thanks to Flipkart delivery BOYS...READ MORE",5
8455,"Very good product , it lasts for a long time and very usefulREAD MORE",4
8456,Best product... Easy to use..READ MORE,5
8458,Super product easy to use Tqqq flipkart...READ MORE,5
8459,Best chopper I have seen 🙂... Butterfly.... Best productsREAD MORE,3
8460,I'm so happy for you r product thank you so much and very very good working on productREAD MORE,4
8461,Best product with best chopperREAD MORE,5
8462,Good build quality and awesome service by the delivery teamREAD MORE,5
8463,superbREAD MORE,5
8464,Good product 👍🏻READ MORE,5
8465,Worth for money .READ MORE,5
8467,Fabulous Product❤️💕💙Sooper Quality Plastic 🌍Stronger Blade 💪🏽Easy to use 🤹🏽Good Packaging 🎁Time saving product 🐎Thank You Flipkart 💙READ MORE,4
8469,Really nice product that's made for me.. It's very useful.. Every home needs it.. Must buy it..READ MORE,5
8471,Best things in best price ?READ MORE,5
8472,Blade not good and cheep quality..READ MORE,4
8473,Good for daily use..READ MORE,5
8474,Arvind good productREAD MORE,3
8476,Worth more than it's price.READ MORE,4
8477,"Super product, quality is good ,READ MORE",5
8482,I love this product . It is very useful and sturdy too And i ordered it for only 175 rupees i love itQuality is so amazingREAD MORE,5
8484,Very nice ...worth to buyREAD MORE,5
8485,Best quality  product thank youREAD MORE,5
8487,Good i like itREAD MORE,5
8490,Worth moneyREAD MORE,4
8493,I am very happyREAD MORE,5
8494,Great product.... Useful in daily working at kitchen.READ MORE,5
8495,It's so good.I like this product very much😊Thank u flipkart😍😍😍READ MORE,5
8496,Excellent  go for itREAD MORE,5
8497,It's build quality is very good and delever before time you need to by this if you wantREAD MORE,4
8498,Just greatREAD MORE,4
8499,Good product at very low priceREAD MORE,3
8500,product was too goodREAD MORE,5
8502,Looks quite decent let's see how it works... Haven't use it yet.READ MORE,3
8503,Very good product .....love it 😀READ MORE,5
8506,Excellent quality..READ MORE,5
8508,It's a must buy for kitchen. Make the job easy and product quality is excellent.READ MORE,5
8509,"The system skids a bit, after pulling the string the blade doesn't spin properly. just okayREAD MORE",5
8510,Good blade is very good use carefullyREAD MORE,5
8511,Product satisfies the need. And the build quality is too good.READ MORE,4
8512,The best product for all housewife my mother happy to have this.READ MORE,5
8513,"Looks very small , more costREAD MORE",5
8516,Its good very helpfulREAD MORE,3
8520,Its amazingREAD MORE,5
8522,Very useful and very superREAD MORE,5
8523,Highly recommendableREAD MORE,4
8524,Usefull productREAD MORE,4
8525,Superb!!!  Must buy it 👍READ MORE,5
8526,Super 👌👍👌👍👌👍READ MORE,4
8527,"Simply magical, cuts super fast and easy to useREAD MORE",5
8528,"I loved this, easy to handle. But one thing is at a time only small quantity will be chopped. If you add more it wil be difficult to pull the string.READ MORE",5
8534,Good quality product and very usefulREAD MORE,5
8535,product is very good and good quality value for money and the product is as expectedREAD MORE,5
8536,Value for money and Quality is very much premium for this lower rate. Excellent...READ MORE,5
8538,Fine chopping. Easy to use n clean.READ MORE,5
8539,Paralydu okREAD MORE,5
8540,It was very helpedREAD MORE,4
8541,Zabardast products...👌👌READ MORE,5
8543,Nice product.. blades are sharp.. only issue is the sound when we pullREAD MORE,5
8544,Wow... its super product. Its very useful to kitchen especially for the beginner's. Chopping is very easy and blade is sharp so vegetables comes out perfectly. Good quality of product. Reasonable price and value for money. Packing is perfect. Thank you Butterfly and Flipkart for this product. Customer is so happy with the product.READ MORE,5
8546,I just loved it 😘READ MORE,3
8548,Amazing product 😊 happy with the service as they delivered it earlier than expectedREAD MORE,5
8549,According to looks is nice and jar also made by heavy plastic but the blades are sharp more than enough all the more it's hard to wash blades .......READ MORE,5
8550,Nice to usedREAD MORE,5
8551,Thanks flipkartREAD MORE,5
8552,Awesome product 😍Value for money 🤩READ MORE,5
8556,Nice Product 👍READ MORE,4
8557,Good 😍😍😍READ MORE,5
8558,Item is very versatile goodREAD MORE,5
8560,Nice product 🤩🤩READ MORE,5
8561,Very worst quality blade not too sharpREAD MORE,4
8562,No words could say  really awesome product  worthy priceREAD MORE,5
8564,I m happy with this oneREAD MORE,4
8566,Awesome product... Easy to useREAD MORE,4
8568,This product was amazing.Value of moneyREAD MORE,5
8569,Very comfort for use in kitchen.also fast deliveryREAD MORE,5
8572,I just Loved ItREAD MORE,5
8574,Rope is not have good quality it would be break in 5-6 montsREAD MORE,3
8575,It is a good product. But not very good to chop carrot or beetroot. But good for onion and other soft veggie. I did for carrots it works good for some days then it got free swing. I am pulling but blade not rotatingREAD MORE,3
8576,Must buy blade is also very sharpREAD MORE,3
8577,It is very useful for a student life...READ MORE,5
8578,Good products must buyREAD MORE,5
8579,Perfect OkREAD MORE,5
8580,Over all good for use..READ MORE,5
8581,Product is good. Must take it.But very unsatisfied with deliveryREAD MORE,5
8582,Omg Its just awesome quite useful one. My mom is very much happy with this product.READ MORE,5
8583,My mom is loving it😀😀 Must Buy Product for a Happy Kitchen ☺️READ MORE,5
8584,Very good product 👌👍READ MORE,5
8586,Good producREAD MORE,5
8589,Product is Very GoodREAD MORE,4
8592,"This is my first impression, after using one day. Thank you.READ MORE",5
8595,Nice product love it ...Grab it without any thinking . Blade are very sharp that cut vegetable easilyREAD MORE,5
8597,Super duper product i real loved it tnq flipcarkREAD MORE,5
8598,It's osm!!READ MORE,4
8600,Very good product...👍👍👍READ MORE,5
8608,Nice product Thanks FlipcartREAD MORE,4
8609,Nice looking goodREAD MORE,5
8612,This made my life way more easierREAD MORE,5
8613,Good prREAD MORE,5
8614,It's very very good product. Ease to use 😊✌️READ MORE,5
8615,Easy to use and very goodREAD MORE,5
8618,Very good product ...READ MORE,5
8620,Very useful product for kitchen.READ MORE,4
8622,Blades bottom holder could have been designed better.too much shaky of blades after inserting in the holder and more times we have to pull for choppingREAD MORE,5
8624,The product is good to use n the chopper is same as shown in the pics.....n easy to handle.....READ MORE,4
8625,Good exelant prodactREAD MORE,5
8631,Excellent packing 👌👌👌 with warranty cardREAD MORE,5
8632,Very good quality product. I like it very  much.  Dilivery on timeREAD MORE,5
8635,Quality product worth for money easy to useREAD MORE,5
8636,Nice..... But we want to made it half and peel the skin before use..... 🖤READ MORE,5
8637,My previous cutter became defective in less time... It's springs became free and now not working.. If there any provision to repair and replace it will be better for me.. As it is too useful and easy to use.. I ordered again... But some worry that it became earlier defective as it is expensive... ThanksREAD MORE,5
8638,Nice. Good Quality ProductREAD MORE,5
8639,Easy to use and easy to clean Nice chopping of vegetables. 🙏🏻 Thanks for flipkart for this unique product 👌👍🏻 😊😊😊READ MORE,5
8641,Super good qualityREAD MORE,4
8642,Good kwality.READ MORE,5
8645,I like it... Easy to use... Worth for money...READ MORE,5
8646,Nice and very useful product. saves time and tears.READ MORE,5
8649,"It's good But the blade is not attached with cup, have to fix while using . Chop very well 😊READ MORE",5
